dsgdb9nsd_000054	CC(C)(C)C
dsgdb9nsd_059104	CC1NC(=O)C1N(C)C
dsgdb9nsd_059105	CC1OC(=N)C1N(C)C
dsgdb9nsd_059106	CC1OC(=O)C1N(C)C
dsgdb9nsd_059107	CN(C)C1C(O)CC1=O
dsgdb9nsd_059108	CC(C)C1C(C)CC1C
dsgdb9nsd_059109	CC(C)C1C(C)CC1O
dsgdb9nsd_059110	CC(C)C1C(C)OC1C
dsgdb9nsd_059111	CC(C)C1C(O)CC1O
dsgdb9nsd_059112	CC(O)C1C(C)CC1C
dsgdb9nsd_059113	CC(O)C1C(C)CC1O
dsgdb9nsd_059114	CC(O)C1C(C)OC1C
dsgdb9nsd_059115	CC(O)C1C(O)CC1O
dsgdb9nsd_059116	CC(O)C1C(O)CN1C
dsgdb9nsd_059117	CC(C)C1C2C3C1CN23
dsgdb9nsd_059118	CC(C)C1C2C3CC1C23
dsgdb9nsd_059119	CC(C)C1C2C3CC1N23
dsgdb9nsd_059120	CC(C)C1C2C3OC1C23
dsgdb9nsd_059121	CC(C)C1C2CC3C2N13
dsgdb9nsd_059122	CC(O)C1C2C3C1CN23
dsgdb9nsd_059123	CC(O)C1C2C3CC1C23
dsgdb9nsd_059124	CC(O)C1C2C3CC1N23
dsgdb9nsd_059125	CC(O)C1C2C3CN1C23
dsgdb9nsd_059126	CC(O)C1C2C3OC1C23
dsgdb9nsd_059127	CC(O)C1C2CC3C2N13
dsgdb9nsd_059128	CC(C)C1C2C3CC2C13
dsgdb9nsd_059129	CC(C)C1C2C3CC2N13
dsgdb9nsd_059130	CC(C)C1C2C3CN2C13
dsgdb9nsd_059131	CC(C)C1C2C3OC2C13
dsgdb9nsd_059132	CC(C)N1C2C3CC2C13
dsgdb9nsd_059133	CC(C)N1C2C3NC2C13
dsgdb9nsd_059134	CC(C)N1C2C3OC2C13
dsgdb9nsd_059135	CC(O)C1C2C3CC2C13
dsgdb9nsd_059136	CC(O)C1C2C3CC2N13
dsgdb9nsd_059137	CC(O)C1C2C3CN2C13
dsgdb9nsd_059138	CC(O)C1C2C3OC2C13
dsgdb9nsd_059139	CC(C)C1C2C3CC3C12
dsgdb9nsd_059140	CC(C)C1C2C3CC3N12
dsgdb9nsd_059141	CC(C)C1C2C3CN3C12
dsgdb9nsd_059142	CC(C)C1C2C3NC3C12
dsgdb9nsd_059143	CC(C)C1C2C3OC3C12
dsgdb9nsd_059144	CC(C)N1C2C3CC3C12
dsgdb9nsd_059145	CC(C)N1C2C3NC3C12
dsgdb9nsd_059146	CC(C)N1C2C3OC3C12
dsgdb9nsd_059147	CC(O)C1C2C3CC3C12
dsgdb9nsd_059148	CC(O)C1C2C3CC3N12
dsgdb9nsd_059149	CC(O)C1C2C3CN3C12
dsgdb9nsd_059150	CC(O)C1C2C3NC3C12
dsgdb9nsd_059151	CC(O)C1C2C3OC3C12
dsgdb9nsd_059152	CC(C)C1C2CC(=O)C12
dsgdb9nsd_059153	CC(C)C1C2CC(=O)N12
dsgdb9nsd_059154	CC(C)C1C2N1CC2=O
dsgdb9nsd_059155	CC(C)C1C2NC(=O)C12
dsgdb9nsd_059156	CC(C)C1C2OC(=N)C12
dsgdb9nsd_059157	CC(C)C1C2OC(=O)C12
dsgdb9nsd_059158	CC(C)N1C2CC(=O)C12
dsgdb9nsd_059159	CC(O)C1C2CC(=O)C12
dsgdb9nsd_059160	CC(O)C1C2CC(=O)N12
dsgdb9nsd_059161	CC(O)C1C2N1CC2=O
dsgdb9nsd_059162	CC(O)C1C2NC(=O)C12
dsgdb9nsd_059163	CC(O)C1C2OC(=N)C12
dsgdb9nsd_059164	CC(O)C1C2OC(=O)C12
dsgdb9nsd_059165	CC(C)C1C2C(O)CN12
dsgdb9nsd_059166	CC(C)C1C2CC(C)C12
dsgdb9nsd_059167	CC(C)C1C2CC(O)C12
dsgdb9nsd_059168	CC(C)C1C2OC(C)C12
dsgdb9nsd_059169	CC(C)N1C2CC(O)C12
dsgdb9nsd_059170	CC(O)C1C2C(C)CN12
dsgdb9nsd_059171	CC(O)C1C2C(O)CN12
dsgdb9nsd_059172	CC(O)C1C2CC(C)C12
dsgdb9nsd_059173	CC(O)C1C2CC(C)N12
dsgdb9nsd_059174	CC(O)C1C2CC(O)C12
dsgdb9nsd_059175	CC(O)C1C2OC(C)C12
dsgdb9nsd_059176	CC(C)C1C2CC1(C)C2
dsgdb9nsd_059177	CC(C)C1C2CC1(C)O2
dsgdb9nsd_059178	CC(C)C1C2CC1(O)C2
dsgdb9nsd_059179	CC(C)C1N2CC1(O)C2
dsgdb9nsd_059180	CC(O)C1C2CC1(C)C2
dsgdb9nsd_059181	CC(O)C1C2CC1(C)O2
dsgdb9nsd_059182	CC(O)C1C2CC1(O)C2
dsgdb9nsd_059183	CC(O)C1N2CC1(C)C2
dsgdb9nsd_059184	CC(O)C1N2CC1(O)C2
dsgdb9nsd_059185	CC(C)C1C2CC1C2=O
dsgdb9nsd_059186	CC(C)C1C2NC1C2=O
dsgdb9nsd_059187	CC(C)C1C2OC1C2=O
dsgdb9nsd_059188	CC(C)N1C2CC1C2=O
dsgdb9nsd_059189	CC(O)C1C2CC1C2=O
dsgdb9nsd_059190	CC(O)C1C2NC1C2=O
dsgdb9nsd_059191	CC(O)C1C2OC1C2=O
dsgdb9nsd_059192	CN(C)C1C2NC1C2=O
dsgdb9nsd_059193	CN(C)C1C2OC1C2=O
dsgdb9nsd_059194	CC(C)C1C2CC1C2C
dsgdb9nsd_059195	CC(C)C1C2CC1C2O
dsgdb9nsd_059196	CC(C)C1C2OC1C2C
dsgdb9nsd_059197	CC(C)C1C2OC1C2O
dsgdb9nsd_059198	CC(C)N1C2CC1C2O
dsgdb9nsd_059199	CC(O)C1C2CC1C2C
dsgdb9nsd_059200	CC(O)C1C2CC1C2O
dsgdb9nsd_059201	CC(O)C1C2NC1C2O
dsgdb9nsd_059202	CC(O)C1C2OC1C2C
dsgdb9nsd_059203	CC(O)C1C2OC1C2O
dsgdb9nsd_059204	CC1C2OC1C2N(C)C
dsgdb9nsd_059205	CN(C)C1C2NC1C2O
dsgdb9nsd_059206	CN(C)C1C2OC1C2O
dsgdb9nsd_059207	CC(C)C1C2CC1C=C2
dsgdb9nsd_059208	CC(C)C1C2OC1C=C2
dsgdb9nsd_059209	CC(O)C1C2CC1C=C2
dsgdb9nsd_059210	CC(O)C1C2OC1C=C2
dsgdb9nsd_059211	CC(C)C1C2CC1CC2
dsgdb9nsd_059212	CC(C)C1C2CC1OC2
dsgdb9nsd_059213	CC(C)C1C2CCC1O2
dsgdb9nsd_059214	CC(O)C1C2CC1CC2
dsgdb9nsd_059215	CC(O)C1C2CC1OC2
dsgdb9nsd_059216	CC(O)C1C2CCC1O2
dsgdb9nsd_059217	CC(C)C1C2CC2C1=O
dsgdb9nsd_059218	CC(C)C1C2CN2C1=O
dsgdb9nsd_059219	CC(C)C1C2NC2C1=O
dsgdb9nsd_059220	CC(C)C1C2OC2C1=O
dsgdb9nsd_059221	CC(C)C1N2CC2C1=O
dsgdb9nsd_059222	CC(C)N1C2CC2C1=O
dsgdb9nsd_059223	CC(O)C1C2CC2C1=O
dsgdb9nsd_059224	CC(O)C1C2CN2C1=O
dsgdb9nsd_059225	CC(O)C1C2NC2C1=O
dsgdb9nsd_059226	CC(O)C1C2OC2C1=O
dsgdb9nsd_059227	CC(O)C1N2CC2C1=O
dsgdb9nsd_059228	CN(C)C1C2CN2C1=O
dsgdb9nsd_059229	CN(C)C1C2NC2C1=O
dsgdb9nsd_059230	CN(C)C1C2OC2C1=O
dsgdb9nsd_059231	CC(C)C1C(O)C2CN12
dsgdb9nsd_059232	CC(C)C1C2CC2C1C
dsgdb9nsd_059233	CC(C)C1C2CC2C1O
dsgdb9nsd_059234	CC(C)C1C2NC2C1O
dsgdb9nsd_059235	CC(C)C1C2OC2C1C
dsgdb9nsd_059236	CC(C)C1C2OC2C1O
dsgdb9nsd_059237	CC(O)C1C(C)C2CN12
dsgdb9nsd_059238	CC(O)C1C(O)C2CN12
dsgdb9nsd_059239	CC(O)C1C2CC2C1C
dsgdb9nsd_059240	CC(O)C1C2CC2C1O
dsgdb9nsd_059241	CC(O)C1C2CN2C1C
dsgdb9nsd_059242	CC(O)C1C2NC2C1C
dsgdb9nsd_059243	CC(O)C1C2NC2C1O
dsgdb9nsd_059244	CC(O)C1C2OC2C1C
dsgdb9nsd_059245	CC(O)C1C2OC2C1O
dsgdb9nsd_059246	CC(C)C1C2CC=CC12
dsgdb9nsd_059247	CC(C)C1C2OC=NC12
dsgdb9nsd_059248	CC(O)C1C2C=CCN12
dsgdb9nsd_059249	CC(O)C1C2CC=CC12
dsgdb9nsd_059250	CC(O)C1C2OC=NC12
dsgdb9nsd_059251	CN(C)C1C2OC=NC12
dsgdb9nsd_059252	CC(C)C1C2CCC12C
dsgdb9nsd_059253	CC(C)C1C2CCC12O
dsgdb9nsd_059254	CC(C)C1C2COC12C
dsgdb9nsd_059255	CC(C)C1C2OCC12C
dsgdb9nsd_059256	CC(C)C1C2OCC12O
dsgdb9nsd_059257	CC(O)C1C2CCC12C
dsgdb9nsd_059258	CC(O)C1C2CCC12O
dsgdb9nsd_059259	CC(O)C1C2COC12C
dsgdb9nsd_059260	CC(O)C1C2OCC12C
dsgdb9nsd_059261	CC(O)C1C2OCC12O
dsgdb9nsd_059262	CC(O)C1N2CCC12C
dsgdb9nsd_059263	CC(C)C1C2CCCC12
dsgdb9nsd_059264	CC(C)C1C2CCOC12
dsgdb9nsd_059265	CC(C)C1C2COCC12
dsgdb9nsd_059266	CC(C)C1C2OCOC12
dsgdb9nsd_059267	CC(C)N1C2COCC12
dsgdb9nsd_059268	CC(O)C1C2CCCC12
dsgdb9nsd_059269	CC(O)C1C2CCCN12
dsgdb9nsd_059270	CC(O)C1C2CCOC12
dsgdb9nsd_059271	CC(O)C1C2COCC12
dsgdb9nsd_059272	CC(O)C1C2OCOC12
dsgdb9nsd_059273	CN(C)C1C2OCOC12
dsgdb9nsd_059274	CC(C)C1C=CC2CC12
dsgdb9nsd_059275	CC(C)C1C=CC2NC12
dsgdb9nsd_059276	CC(C)C1C=CC2OC12
dsgdb9nsd_059277	CC(O)C1C=CC2CC12
dsgdb9nsd_059278	CC(O)C1C=CC2CN12
dsgdb9nsd_059279	CC(O)C1C=CC2NC12
dsgdb9nsd_059280	CC(O)C1C=CC2OC12
dsgdb9nsd_059281	CC(C)C1C=CCC1=O
dsgdb9nsd_059282	CC(C)C1C=CNC1=O
dsgdb9nsd_059283	CC(C)C1N=CNC1=N
dsgdb9nsd_059284	CC(C)C1N=CNC1=O
dsgdb9nsd_059285	CC(C)C1N=COC1=O
dsgdb9nsd_059286	CC(C)N1C=CCC1=O
dsgdb9nsd_059287	CC(C)N1C=NCC1=N
dsgdb9nsd_059288	CC(C)N1C=NCC1=O
dsgdb9nsd_059289	CC(O)C1C=CCC1=O
dsgdb9nsd_059290	CC(O)C1C=CNC1=O
dsgdb9nsd_059291	CC(O)C1N=CNC1=N
dsgdb9nsd_059292	CC(O)C1N=CNC1=O
dsgdb9nsd_059293	CC(O)C1N=COC1=O
dsgdb9nsd_059294	CN(C)C1C=CCC1=O
dsgdb9nsd_059295	CN(C)C1C=CNC1=O
dsgdb9nsd_059296	CC(C)C1C=CCC1C
dsgdb9nsd_059297	CC(C)C1C=CCC1O
dsgdb9nsd_059298	CC(C)C1N=COC1C
dsgdb9nsd_059299	CC(O)C1C=CCC1C
dsgdb9nsd_059300	CC(O)C1C=CCC1O
dsgdb9nsd_059301	CC(O)C1N=COC1C
dsgdb9nsd_059302	CC(C)C1CC(=O)C1C
dsgdb9nsd_059303	CC(C)C1CC(=O)C1O
dsgdb9nsd_059304	CC(C)C1CC(=O)N1C
dsgdb9nsd_059305	CC(C)C1NC(=O)C1C
dsgdb9nsd_059306	CC(C)C1NC(=O)C1O
dsgdb9nsd_059307	CC(C)C1OC(=N)C1C
dsgdb9nsd_059308	CC(C)C1OC(=N)C1N
dsgdb9nsd_059309	CC(C)C1OC(=N)C1O
dsgdb9nsd_059310	CC(C)C1OC(=O)C1C
dsgdb9nsd_059311	CC(C)C1OC(=O)C1N
dsgdb9nsd_059312	CC(C)C1OC(=O)C1O
dsgdb9nsd_059313	CC(C)N1CC(=O)C1C
dsgdb9nsd_059314	CC(O)C1CC(=O)C1C
dsgdb9nsd_059315	CC(O)C1CC(=O)C1O
dsgdb9nsd_059316	CC(O)C1CC(=O)N1C
dsgdb9nsd_059317	CC(O)C1NC(=N)C1O
dsgdb9nsd_059318	CC(O)C1NC(=O)C1C
dsgdb9nsd_059319	CC(O)C1NC(=O)C1O
dsgdb9nsd_059320	CC(O)C1OC(=N)C1C
dsgdb9nsd_059321	CC(O)C1OC(=N)C1N
dsgdb9nsd_059322	CC(O)C1OC(=N)C1O
dsgdb9nsd_059323	CC(O)C1OC(=O)C1C
dsgdb9nsd_059324	CC(O)C1OC(=O)C1N
dsgdb9nsd_059325	CC(O)C1OC(=O)C1O
dsgdb9nsd_059326	CC(C)C1CC(=O)C=C1
dsgdb9nsd_059327	CC(C)C1NC(=O)C=C1
dsgdb9nsd_059328	CC(C)C1OC(=O)C=C1
dsgdb9nsd_059329	CC(O)C1CC(=O)C=C1
dsgdb9nsd_059330	CC(O)C1NC(=O)C=C1
dsgdb9nsd_059331	CC(O)C1OC(=N)C=C1
dsgdb9nsd_059332	CC(C)C1CC(C)(C)C1
dsgdb9nsd_059333	CC(C)C1CC(C)(C)O1
dsgdb9nsd_059334	CC(C)C1CC(C)(O)C1
dsgdb9nsd_059335	CC(O)C1CC(C)(C)C1
dsgdb9nsd_059336	CC(O)C1CC(C)(C)O1
dsgdb9nsd_059337	CC(O)C1CC(C)(O)C1
dsgdb9nsd_059338	CC(C)C1CC(C)C1=O
dsgdb9nsd_059339	CC(C)C1CC(O)C1=O
dsgdb9nsd_059340	CC(C)C1CN(C)C1=O
dsgdb9nsd_059341	CC(C)C1NC(C)C1=O
dsgdb9nsd_059342	CC(C)C1OC(C)C1=O
dsgdb9nsd_059343	CC(C)N1CC(C)C1=O
dsgdb9nsd_059344	CC(C)N1CC(O)C1=O
dsgdb9nsd_059345	CC(O)C1CC(C)C1=O
dsgdb9nsd_059346	CC(O)C1CC(O)C1=O
dsgdb9nsd_059347	CC(O)C1CN(C)C1=O
dsgdb9nsd_059348	CC(O)C1NC(C)C1=O
dsgdb9nsd_059349	CC(O)C1OC(C)C1=O
dsgdb9nsd_059350	CC1CC(N(C)C)C1=O
dsgdb9nsd_059351	CN(C)C1CC(O)C1=O
dsgdb9nsd_059352	CN(C)C1CN(C)C1=O
dsgdb9nsd_059353	CC(C)C1CC(C)C1C
dsgdb9nsd_059354	CC(C)C1CC(C)C1O
dsgdb9nsd_059355	CC(C)C1CC(O)C1C
dsgdb9nsd_059356	CC(C)C1CC(O)C1O
dsgdb9nsd_059357	CC(C)C1OC(C)C1C
dsgdb9nsd_059358	CC(C)C1OC(C)C1O
dsgdb9nsd_059359	CC(O)C1CC(C)C1C
dsgdb9nsd_059360	CC(O)C1CC(C)C1O
dsgdb9nsd_059361	CC(O)C1CC(O)C1C
dsgdb9nsd_059362	CC(O)C1CC(O)C1O
dsgdb9nsd_059363	CC(O)C1OC(C)C1C
dsgdb9nsd_059364	CC(O)C1OC(C)C1O
dsgdb9nsd_059365	CC(C)C1CC(C)C=C1
dsgdb9nsd_059366	CC(C)C1CC(O)C=C1
dsgdb9nsd_059367	CC(C)C1OC(C)C=C1
dsgdb9nsd_059368	CC(O)C1CC(C)C=C1
dsgdb9nsd_059369	CC(O)C1CC(O)C=C1
dsgdb9nsd_059370	CC(O)C1OC(C)C=C1
dsgdb9nsd_059371	CC(C)C1CC(C1)C#C
dsgdb9nsd_059372	CC(C)C1CC(C1)C#N
dsgdb9nsd_059373	CC(C)C1CC(N1)C#N
dsgdb9nsd_059374	CC(C)C1CC(O1)C#C
dsgdb9nsd_059375	CC(C)C1CC(O1)C#N
dsgdb9nsd_059376	CC(C)N1CC(C1)C#N
dsgdb9nsd_059377	CC(O)C1CC(C1)C#C
dsgdb9nsd_059378	CC(O)C1CC(C1)C#N
dsgdb9nsd_059379	CC(O)C1CC(N1)C#N
dsgdb9nsd_059380	CC(O)C1CC(O1)C#C
dsgdb9nsd_059381	CC(O)C1CC(O1)C#N
dsgdb9nsd_059382	CC(C)C1CC(C1)C=O
dsgdb9nsd_059383	CC(C)C1CC(O1)C=O
dsgdb9nsd_059384	CC(C)C1CN(C1)C=O
dsgdb9nsd_059385	CC(O)C1CC(C1)C=O
dsgdb9nsd_059386	CC(O)C1CC(O1)C=O
dsgdb9nsd_059387	CC(O)C1CN(C1)C=O
dsgdb9nsd_059388	CC(C)C1CC1(C)C#C
dsgdb9nsd_059389	CC(C)C1CC1(C)C#N
dsgdb9nsd_059390	CC(C)C1CC1(N)C#N
dsgdb9nsd_059391	CC(C)C1CC1(O)C#C
dsgdb9nsd_059392	CC(C)C1CC1(O)C#N
dsgdb9nsd_059393	CC(C)C1NC1(C)C#C
dsgdb9nsd_059394	CC(C)C1NC1(C)C#N
dsgdb9nsd_059395	CC(C)C1OC1(C)C#C
dsgdb9nsd_059396	CC(C)C1OC1(C)C#N
dsgdb9nsd_059397	CC(C)N1CC1(C)C#C
dsgdb9nsd_059398	CC(C)N1CC1(C)C#N
dsgdb9nsd_059399	CC(O)C1CC1(C)C#C
dsgdb9nsd_059400	CC(O)C1CC1(C)C#N
dsgdb9nsd_059401	CC(O)C1CC1(N)C#N
dsgdb9nsd_059402	CC(O)C1CC1(O)C#C
dsgdb9nsd_059403	CC(O)C1CC1(O)C#N
dsgdb9nsd_059404	CC(O)C1NC1(C)C#C
dsgdb9nsd_059405	CC(O)C1NC1(C)C#N
dsgdb9nsd_059406	CC(O)C1OC1(C)C#C
dsgdb9nsd_059407	CC(O)C1OC1(C)C#N
dsgdb9nsd_059408	CN(C)C1CC1(C)C#N
dsgdb9nsd_059409	CN(C)C1CC1(N)C#N
dsgdb9nsd_059410	CN(C)C1CC1(O)C#N
dsgdb9nsd_059411	CC(C)C1CC1(C)C=O
dsgdb9nsd_059412	CC(C)C1CC1(O)C=O
dsgdb9nsd_059413	CC(C)C1NC1(C)C=O
dsgdb9nsd_059414	CC(C)C1OC1(C)C=O
dsgdb9nsd_059415	CC(C)N1CC1(C)C=O
dsgdb9nsd_059416	CC(O)C1CC1(C)C=O
dsgdb9nsd_059417	CC(O)C1CC1(O)C=O
dsgdb9nsd_059418	CC(O)C1NC1(C)C=O
dsgdb9nsd_059419	CC(O)C1OC1(C)C=O
dsgdb9nsd_059420	CC(C)C1CC11CCC1
dsgdb9nsd_059421	CC(C)C1CC11CCO1
dsgdb9nsd_059422	CC(C)C1CC11COC1
dsgdb9nsd_059423	CC(C)C1NC11COC1
dsgdb9nsd_059424	CC(C)C1OC11CCC1
dsgdb9nsd_059425	CC(C)C1OC11COC1
dsgdb9nsd_059426	CC(C)N1CC11COC1
dsgdb9nsd_059427	CC(O)C1CC11CCC1
dsgdb9nsd_059428	CC(O)C1CC11CCO1
dsgdb9nsd_059429	CC(O)C1CC11COC1
dsgdb9nsd_059430	CC(O)C1NC11CCC1
dsgdb9nsd_059431	CC(O)C1NC11COC1
dsgdb9nsd_059432	CC(O)C1OC11CCC1
dsgdb9nsd_059433	CC(O)C1OC11COC1
dsgdb9nsd_059434	CC(C)C1CC1C(C)=O
dsgdb9nsd_059435	CC(C)C1CC1C(N)=O
dsgdb9nsd_059436	CC(C)C1CN1C(C)=O
dsgdb9nsd_059437	CC(C)C1CN1C(N)=O
dsgdb9nsd_059438	CC(C)C1NC1C(C)=O
dsgdb9nsd_059439	CC(C)C1NC1C(N)=O
dsgdb9nsd_059440	CC(C)C1OC1C(C)=O
dsgdb9nsd_059441	CC(C)C1OC1C(N)=O
dsgdb9nsd_059442	CC(C)N1CC1C(C)=O
dsgdb9nsd_059443	CC(C)N1CC1C(N)=O
dsgdb9nsd_059447	CC(O)C1CC1C(C)=O
dsgdb9nsd_059448	CC(O)C1CC1C(N)=O
dsgdb9nsd_059449	CC(O)C1CN1C(C)=O
dsgdb9nsd_059450	CC(O)C1CN1C(N)=O
dsgdb9nsd_059451	CC(O)C1NC1C(C)=O
dsgdb9nsd_059452	CC(O)C1NC1C(N)=O
dsgdb9nsd_059453	CC(O)C1OC1C(C)=O
dsgdb9nsd_059454	CC(O)C1OC1C(N)=O
dsgdb9nsd_059456	CC(C)C1CC1C(C)C
dsgdb9nsd_059457	CC(C)C1CC1C(C)O
dsgdb9nsd_059458	CC(C)C1OC1C(C)C
dsgdb9nsd_059459	CC(C)C1OC1C(C)O
dsgdb9nsd_059460	CC(O)C1CN1C(C)C
dsgdb9nsd_059461	CC(O)C1CC1C(C)O
dsgdb9nsd_059462	CC(O)C1NC1C(C)O
dsgdb9nsd_059463	CC(O)C1OC1C(C)O
dsgdb9nsd_059464	CC(C)C1CC1C1CC1
dsgdb9nsd_059465	CC(C)C1CC1C1CO1
dsgdb9nsd_059466	CC(C)C1CC1N1CC1
dsgdb9nsd_059467	CC(C)C1CN1C1CC1
dsgdb9nsd_059468	CC(C)C1NC1C1CN1
dsgdb9nsd_059469	CC(C)C1NC1C1CO1
dsgdb9nsd_059470	CC(C)C1OC1C1CC1
dsgdb9nsd_059471	CC(C)C1OC1C1CN1
dsgdb9nsd_059472	CC(C)C1OC1C1CO1
dsgdb9nsd_059473	CC(C)N1CC1C1CN1
dsgdb9nsd_059474	CC(C)N1CC1C1CO1
dsgdb9nsd_059475	CC(O)C1CC1C1CC1
dsgdb9nsd_059476	CC(O)C1CC1C1CO1
dsgdb9nsd_059477	CC(O)C1CC1N1CC1
dsgdb9nsd_059478	CC(O)C1CN1C1CC1
dsgdb9nsd_059479	CC(O)C1NC1C1CC1
dsgdb9nsd_059480	CC(O)C1NC1C1CN1
dsgdb9nsd_059481	CC(O)C1NC1C1CO1
dsgdb9nsd_059482	CC(O)C1OC1C1CC1
dsgdb9nsd_059483	CC(O)C1OC1C1CN1
dsgdb9nsd_059484	CC(O)C1OC1C1CO1
dsgdb9nsd_059485	CC(C)C1CC1CC#C
dsgdb9nsd_059486	CC(C)C1CC1CC#N
dsgdb9nsd_059487	CC(C)C1CN1CC#C
dsgdb9nsd_059488	CC(C)C1CN1CC#N
dsgdb9nsd_059489	CC(C)C1NC1CC#N
dsgdb9nsd_059490	CC(C)C1OC1CC#C
dsgdb9nsd_059491	CC(C)C1OC1CC#N
dsgdb9nsd_059492	CC(C)N1CC1CC#C
dsgdb9nsd_059493	CC(C)N1CC1CC#N
dsgdb9nsd_059494	CC(O)C1CC1CC#C
dsgdb9nsd_059495	CC(O)C1CC1CC#N
dsgdb9nsd_059496	CC(O)C1CN1CC#C
dsgdb9nsd_059497	CC(O)C1CN1CC#N
dsgdb9nsd_059498	CC(O)C1NC1CC#C
dsgdb9nsd_059499	CC(O)C1NC1CC#N
dsgdb9nsd_059500	CC(O)C1OC1CC#C
dsgdb9nsd_059501	CC(O)C1OC1CC#N
dsgdb9nsd_059502	CC(C)C1CC1CC=O
dsgdb9nsd_059503	CC(C)C1CC1NC=O
dsgdb9nsd_059504	CC(C)C1CC1OC=O
dsgdb9nsd_059505	CC(C)C1CN1CC=O
dsgdb9nsd_059506	CC(C)C1OC1CC=O
dsgdb9nsd_059507	CC(C)N1CC1CC=O
dsgdb9nsd_059508	CC(O)C1CC1CC=O
dsgdb9nsd_059509	CC(O)C1CC1NC=O
dsgdb9nsd_059510	CC(O)C1CC1OC=N
dsgdb9nsd_059511	CC(O)C1CC1OC=O
dsgdb9nsd_059512	CC(O)C1CN1CC=O
dsgdb9nsd_059513	CC(O)C1NC1CC=O
dsgdb9nsd_059514	CC(O)C1OC1CC=O
dsgdb9nsd_059515	CC(C)C1CC2(C)CC12
dsgdb9nsd_059516	CC(C)C1CC2(C)OC12
dsgdb9nsd_059517	CC(C)C1CC2(O)CC12
dsgdb9nsd_059518	CC(C)C1OC2(C)CC12
dsgdb9nsd_059519	CC(C)N1CC2(O)CC12
dsgdb9nsd_059520	CC(O)C1CC2(C)CC12
dsgdb9nsd_059521	CC(O)C1CC2(C)CN12
dsgdb9nsd_059522	CC(O)C1CC2(C)NC12
dsgdb9nsd_059523	CC(O)C1CC2(C)OC12
dsgdb9nsd_059524	CC(O)C1CC2(O)CC12
dsgdb9nsd_059525	CC(O)C1OC2(C)CC12
dsgdb9nsd_059526	CC(C)C1CC2(CC2)C1
dsgdb9nsd_059527	CC(C)C1CC2(CC2)O1
dsgdb9nsd_059528	CC(C)C1CC2(CO2)C1
dsgdb9nsd_059529	CC(C)N1CC2(CO2)C1
dsgdb9nsd_059530	CC(O)C1CC2(CC2)C1
dsgdb9nsd_059531	CC(O)C1CC2(CC2)O1
dsgdb9nsd_059532	CC(O)C1CC2(CN2)C1
dsgdb9nsd_059533	CC(O)C1CC2(CO2)C1
dsgdb9nsd_059534	CC(C)C1CC2C(C)C12
dsgdb9nsd_059535	CC(C)C1CC2C(O)C12
dsgdb9nsd_059536	CC(C)C1OC2C(C)C12
dsgdb9nsd_059537	CC(C)C1OC2C(O)C12
dsgdb9nsd_059538	CC(O)C1CC2C(C)C12
dsgdb9nsd_059539	CC(O)C1CC2C(C)N12
dsgdb9nsd_059540	CC(O)C1CC2C(O)C12
dsgdb9nsd_059541	CC(O)C1CC2C1N2C
dsgdb9nsd_059542	CC(O)C1CN2C(C)C12
dsgdb9nsd_059543	CC(O)C1OC2C(C)C12
dsgdb9nsd_059544	CC(O)C1OC2C(O)C12
dsgdb9nsd_059545	CC(C)C1CC2CC12C
dsgdb9nsd_059546	CC(C)C1CC2CC12O
dsgdb9nsd_059547	CC(C)C1CC2OC12C
dsgdb9nsd_059548	CC(C)C1OC2CC12C
dsgdb9nsd_059549	CC(C)C1OC2CC12O
dsgdb9nsd_059550	CC(O)C1CC2CC12C
dsgdb9nsd_059551	CC(O)C1CC2CC12O
dsgdb9nsd_059552	CC(O)C1CC2NC12C
dsgdb9nsd_059553	CC(O)C1CC2OC12C
dsgdb9nsd_059554	CC(O)C1CN2CC12C
dsgdb9nsd_059555	CC(O)C1OC2CC12C
dsgdb9nsd_059556	CC(O)C1OC2CC12O
dsgdb9nsd_059557	CC(C)C1CC2CC1C2
dsgdb9nsd_059558	CC(C)C1CC2CC1O2
dsgdb9nsd_059559	CC(C)C1OC2CC1C2
dsgdb9nsd_059560	CC(O)C1CC2CC1C2
dsgdb9nsd_059561	CC(O)C1CC2CC1O2
dsgdb9nsd_059562	CC(O)C1OC2CC1C2
dsgdb9nsd_059563	CC(C)C1CC2CC2C1
dsgdb9nsd_059564	CC(C)C1CC2CC2O1
dsgdb9nsd_059565	CC(C)C1CC2OC2C1
dsgdb9nsd_059566	CC(C)C1OC2CC2O1
dsgdb9nsd_059567	CC(O)C1CC2CC2C1
dsgdb9nsd_059568	CC(O)C1CC2CC2O1
dsgdb9nsd_059569	CC(O)C1CC2CN2C1
dsgdb9nsd_059570	CC(O)C1CC2NC2C1
dsgdb9nsd_059571	CC(O)C1CC2OC2C1
dsgdb9nsd_059572	CC(O)C1OC2CC2O1
dsgdb9nsd_059573	CC(C)C1CC2CCC12
dsgdb9nsd_059574	CC(C)C1CC2COC12
dsgdb9nsd_059575	CC(C)C1CC2OCC12
dsgdb9nsd_059576	CC(C)C1OC2CCC12
dsgdb9nsd_059577	CC(C)C1OC2COC12
dsgdb9nsd_059578	CC(C)N1CC2OCC12
dsgdb9nsd_059579	CC(O)C1CC2CCC12
dsgdb9nsd_059580	CC(O)C1CC2COC12
dsgdb9nsd_059581	CC(O)C1CC2OCC12
dsgdb9nsd_059582	CC(O)C1NC2COC12
